OrgID,OrgName,ActivityType,ActivityMedia,StartDate,StartTime,LocationID,HydrologicCondition,HydrologicEvent,lat,lon,CollectionEquipment,Result Name,ResultType,ResultValue,ResultUnit
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:05:00,USGS-01646568,Not determined,Routine sample,,,Peristaltic pump,Chloride,Dissolved,218,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:05:00,USGS-01646568,Not determined,Routine sample,,,Peristaltic pump,Sulfate,Dissolved,34.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:05:00,USGS-01646568,Not determined,Routine sample,,,Peristaltic pump,Fluoride,Dissolved,0.35,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:05:00,USGS-01646568,Not determined,Routine sample,,,Peristaltic pump,Silica,Dissolved,8.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/26/2007,19:30:00,USGS-01649190,Falling stage,Storm,,,Other,Oxygen,Dissolved,10.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,8/17/2007,11:00:00,USGS-01649190,"Stable, low stage",Routine sample,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,7.9,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,8/17/2007,11:00:00,USGS-01649190,"Stable, low stage",Routine sample,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,91,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/3/2007,1:30:00,USGS-01649190,Falling stage,Storm,,,Other,Oxygen,Dissolved,12.7,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,9/18/2007,8:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,Grab sample,Oxygen,Dissolved,6.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,9/18/2007,8:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,Grab sample,Oxygen,Dissolved,62,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,7/23/2007,11:15:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,7.4,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,7/23/2007,11:15:00,USGS-01649190,"Stable, normal stage",Routine sample,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,81,% saturatn
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,12/14/2007,12:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,Grab sample,Oxygen,Dissolved,12.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Quality Control Sample-Field Replicate,Surface Water,12/14/2007,12:30:00,USGS-01649190,"Stable, normal stage",Routine sample,,,Grab sample,Oxygen,Dissolved,102,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/27/2007,1:45:00,USGS-01649190,Falling stage,Storm,,,Other,Oxygen,Dissolved,10.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/26/2007,17:30:00,USGS-01649190,Rising stage,Storm,,,Other,Oxygen,Dissolved,10.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Oxygen,Dissolved,7.5,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Carbon dioxide,Total,10,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Chloride,Dissolved,233,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Sulfate,Dissolved,33.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Fluoride,Dissolved,0.38,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:10:00,USGS-01646564,Not determined,Routine sample,,,Peristaltic pump,Silica,Dissolved,7.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,11/15/2007,11:00:00,USGS-01649190,Falling stage,Storm,,,Other,Oxygen,Dissolved,11.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Bicarbonate,Dissolved,92,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Oxygen,Dissolved,7.2,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Carbon dioxide,Total,12,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Chloride,Dissolved,230,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Sulfate,Dissolved,34.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Fluoride,Dissolved,0.33,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,11:17:00,USGS-01646569,Not determined,Routine sample,,,Peristaltic pump,Silica,Dissolved,8.1,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/25/2007,12:45:00,USGS-01649190,Falling stage,Storm,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,10,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/25/2007,12:45:00,USGS-01649190,Falling stage,Storm,,,US DH-81 with Teflon cap and nozzle,Oxygen,Dissolved,98,% saturatn
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,10/27/2007,6:15:00,USGS-01649190,Rising stage,Storm,,,Other,Oxygen,Dissolved,10,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:25:00,USGS-01646567,Not determined,Routine sample,,,Peristaltic pump,Oxygen,Dissolved,3.6,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:25:00,USGS-01646567,Not determined,Routine sample,,,Peristaltic pump,Carbon dioxide,Total,0.3,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:25:00,USGS-01646567,Not determined,Routine sample,,,Peristaltic pump,Bicarbonate,Dissolved,98,mg/l
USGS-MD,USGS Maryland Water Science Center,Sample-Routine,Surface Water,12/10/2007,12:25:00,USGS-01646567,Not determined,Routine sample,,,Peristaltic pump,Chloride,Dissolved,199,mg/l
